iter	RMSE
612	0.4448009861
613	0.444733347
614	0.4446946434
615	0.4446429505
616	0.4445822319
617	0.444523388
618	0.4444577664
619	0.4443807283
620	0.4443169484
621	0.4442649152
622	0.4442359017
623	0.4441569363
624	0.4441177071
625	0.4440834432
626	0.4440356169
627	0.4439857119
628	0.4439535536
629	0.4439203787
630	0.4438669596
631	0.4438168556
632	0.4437711325
633	0.4437304422
634	0.4436671565
635	0.4436008695
636	0.4435341442
637	0.4434669858
638	0.4433964189
639	0.443347807
640	0.4432571598
641	0.4432182609
642	0.4431683401
643	0.4431171224
644	0.4430922916
645	0.44305744
646	0.4429891615
647	0.4429309634
648	0.4428796836
649	0.4428246328
650	0.4427626779
651	0.4427183322
652	0.4426764025
653	0.4426111683
654	0.4425460726
655	0.4424954322
656	0.4424469833
657	0.4423993655
658	0.4423553696
659	0.4423168672
660	0.4422794406
661	0.4422317549
662	0.442173291
663	0.4421218457
664	0.4420829149
665	0.4420430568
666	0.4419972742
667	0.4419645448
668	0.4419240856
669	0.4418660255
670	0.4418276655
671	0.4417781993
672	0.4417299215
673	0.4416820308
674	0.4416455125
675	0.4416174109
676	0.4415565608
677	0.4415081815
678	0.4414227399
679	0.4413750376
680	0.4413345963
681	0.4412750176
682	0.4412104101
683	0.4411656649
684	0.4411179874
685	0.441065476
686	0.4410369679
687	0.4409989239
688	0.4409551646
689	0.4409100959
690	0.4408708209
691	0.440825184
692	0.4407741488
693	0.4407169819
694	0.4406757559
695	0.4405941335
696	0.4405415323
697	0.4405082886
698	0.4404474127
699	0.4404090134
700	0.4403570998
701	0.4403127627
702	0.4402586023
703	0.4402222929
704	0.4401767125
705	0.4401271953
706	0.4400741844
707	0.440031881
708	0.4399731589
709	0.4399404842
710	0.4399061638
711	0.4398389918
712	0.4397834347
713	0.4397388321
714	0.4396457607
715	0.4396137764
716	0.4395730938
717	0.4395373164
718	0.4395032365
719	0.4394584671
720	0.4393838756
721	0.4393407535
722	0.4392791919
723	0.4391992915
724	0.4391487902
725	0.4391095557
726	0.4390777519
727	0.4390089258
728	0.4389450112
729	0.4389053373
730	0.4388562735
731	0.4388195227
732	0.4387681333
733	0.4387121612
734	0.4386579143
735	0.4386197117
736	0.438565662
737	0.4385374464
738	0.4384694842
739	0.4384175566
740	0.43837254
741	0.4383428309
742	0.4382766293
743	0.4382284339
744	0.4381975286
745	0.4381642627
746	0.4381318732
747	0.438091884
748	0.4380512909
749	0.4380093419
750	0.4379670934
751	0.4379090609
752	0.4378704636
753	0.437826457
754	0.4377728307
755	0.4377298672
756	0.4376888733
757	0.4376447241
758	0.4375612866
759	0.4375189865
760	0.4374634043
761	0.4374274665
762	0.4373714565
763	0.4373339201
764	0.4372794057
765	0.4372019632
766	0.4371582614
767	0.4371223912
768	0.4370670776
769	0.4370277833
770	0.4370000972
771	0.4369429849
772	0.4369077652
773	0.4368695853
774	0.4368206647
775	0.4367799024
776	0.43672278
777	0.4366708447
778	0.4366357785
779	0.4365901603
780	0.4365128259
781	0.4364655609
782	0.43641885
783	0.4363733723
784	0.4363301391
785	0.4362769909
786	0.4362324891
787	0.4361894158
788	0.4361658859
789	0.4361236345
790	0.4360917038
791	0.4360509698
792	0.4360076303
793	0.4359477622
794	0.4359151576
795	0.4358738561
796	0.4358320564
797	0.4357852926
798	0.4357407279
799	0.4356646783
800	0.4356223626
801	0.4355893245
802	0.4355613617
803	0.4355308514
804	0.4355002616
805	0.4354390249
806	0.4353947616
807	0.4353475036
808	0.4353148283
809	0.435283213
810	0.4352463129
811	0.4352209699
812	0.4351799113
813	0.4351367104
814	0.4350629785
815	0.4350114087
816	0.4349642419
817	0.4349298724
818	0.4348942338
819	0.43483539
820	0.4348049207
821	0.4347592038
822	0.4346984643
823	0.4346576298
824	0.4346035716
825	0.4345730119
826	0.4345352535
827	0.4344882625
828	0.4344450654
829	0.4344024847
830	0.4343545667
831	0.4343131972
832	0.4342806905
833	0.4342534003
834	0.4342170376
835	0.4341853876
836	0.4341454388
837	0.4341039022
838	0.4340657333
839	0.43403317
840	0.4339936913
841	0.4339341824
842	0.4338772383
843	0.4338443489
844	0.4337997795
845	0.433773402
846	0.4337109694
847	0.4336716692
848	0.4336320394
849	0.433594676
850	0.4334909886
851	0.4334539233
852	0.4334156651
853	0.4333906312
854	0.4333435028
855	0.43330153
856	0.4332487971
857	0.4332155338
858	0.433180401
859	0.4331510864
860	0.4331007611
861	0.4330692944
862	0.4330408085
863	0.4329935611
864	0.4329721553
865	0.432924103
866	0.4328577696
867	0.4328151974
868	0.4327630936
869	0.4327213488
870	0.4326843306
871	0.4326444177
872	0.432616418
873	0.4325702527
874	0.432523209
875	0.432458855
876	0.4324199808
877	0.4323822325
878	0.432336205
879	0.4322930139
880	0.4322647736
881	0.4322110897
882	0.4321596095
883	0.4321248075
884	0.4320826216
885	0.4320384658
886	0.432008015
887	0.431974811
888	0.431930681
889	0.4319085798
890	0.4318641647
891	0.4318378475
892	0.4318105787
893	0.4317835466
894	0.431721579
895	0.431670163
896	0.4316216936
897	0.4315968518
898	0.4315644631
899	0.4315092699
900	0.4314797605
901	0.4314403459
902	0.4313823668
903	0.4313419725
904	0.4312800032
905	0.4312430175
906	0.4311900523
907	0.4311584589
908	0.4311284992
909	0.4310915608
910	0.4310625765
911	0.4310343802
912	0.4309897959
913	0.430956304
914	0.4309253336
915	0.4308789971
916	0.4308394859
917	0.4308016895
918	0.4307734851
919	0.4307050601
920	0.4306410283
921	0.4306084342
922	0.4305762839
923	0.4305207839
924	0.4304700671
925	0.4304406281
926	0.4304032969
927	0.4303730683
928	0.4303319353
929	0.4302841497
930	0.4302209439
931	0.4301894369
932	0.4301588691
933	0.4301323914
934	0.4301000817
935	0.4300624854
936	0.4300369906
937	0.4300063888
938	0.4299556122
939	0.4299230742
940	0.4298739801
941	0.4298201455
942	0.4297917319
943	0.4297674387
944	0.4297279629
945	0.4296946436
946	0.4296557979
947	0.429603298
948	0.4295744579
949	0.4295520227
950	0.4295213666
951	0.4294901001
952	0.4294476569
953	0.4294252382
954	0.4293876594
955	0.4293671361
956	0.4293345718
957	0.4292998109
958	0.429255048
959	0.4292154306
960	0.4291824196
961	0.4291495433
962	0.4290983066
963	0.4290433936
964	0.4289638858
965	0.4289442621
966	0.4289134961
967	0.4288646076
968	0.4288228472
969	0.4287780202
970	0.4287237128
971	0.428673207
972	0.4286499951
973	0.4285970266
974	0.4285465792
975	0.4285157381
976	0.4284772325
977	0.4284328102
978	0.4283943884
979	0.428351729
980	0.4283077524
981	0.4282788754
982	0.4282375123
983	0.4282078691
984	0.4281505737
985	0.4281250675
986	0.4280829076
987	0.4280573655
988	0.4280172824
989	0.4279918774
990	0.4279629651
991	0.4279216929
992	0.4278887129
993	0.427843562
994	0.4278111977
995	0.4277795106
996	0.4277550176
997	0.4277201842
998	0.4276823696
999	0.4276578706
